Rk,team,year,Date,Time,LTime,away,Opp,week,G#,Day,Result,OT,Att,Yds,Y/A,TD
258,CHI,2017,2017-11-12,1:00,12:00,,GB,10,9,Sun,L 16-23,,37,160,4.32,1
259,DAL,2017,2017-10-08,4:25,3:25,,GB,5,5,Sun,L 31-35,,25,160,6.40,1
260,MIN,2018,2018-12-02,4:25,4:25,@,NE,13,12,Sun,L 10-24,,39,160,4.10,2
261,SEA,2018,2018-11-04,4:05,1:05,,LAC,9,8,Sun,L 17-25,,22,160,7.27,1
262,TB,2017,2017-10-15,4:05,2:05,@,ARI,6,5,Sun,L 33-38,,35,160,4.57,2
263,WAS,2017,2017-11-19,1:00,12:00,@,NO,11,10,Sun,L 31-34,OT,23,160,6.96,1
264,CAR,2019,2019-12-08,1:00,1:00,@,ATL,14,13,Sun,L 20-40,,32,159,4.97,2
265,CHI,2017,2017-10-09,8:30,7:30,,MIN,5,5,Mon,L 17-20,,31,159,5.13,1
266,CIN,2019,2019-11-24,1:00,1:00,,PIT,12,11,Sun,L 10-16,,38,159,4.18,0
267,CLE,2018,2018-09-09,1:00,1:00,,PIT,1,1,Sun,T 21-21,OT,35,159,4.54,2
268,GB,2019,2019-11-03,4:25,1:25,@,LAC,9,9,Sun,L 11-26,,38,159,4.18,2
269,KC,2018,2018-10-01,8:15,6:15,@,DEN,4,4,Mon,W 27-23,,22,159,7.23,2
270,NE,2018,2018-09-23,8:20,8:20,@,DET,3,3,Sun,L 10-26,,33,159,4.82,0
271,NE,2019,2019-10-27,4:25,4:25,,CLE,8,8,Sun,W 27-13,,22,159,7.23,0
272,LAC,2018,2018-12-22,8:20,5:20,,BAL,16,15,Sat,L 10-22,,35,159,4.54,0
273,SEA,2017,2017-09-17,4:25,1:25,,SF,2,2,Sun,W 12-9,,19,159,8.37,0
274,SF,2017,2017-10-08,1:00,1:00,@,IND,5,5,Sun,L 23-26,OT,35,159,4.54,2
275,WAS,2017,2017-12-24,1:00,1:00,,DEN,16,15,Sun,W 27-11,,29,159,5.48,1
276,MIA,2019,2019-10-28,8:15,8:15,@,PIT,8,7,Mon,L 14-27,,29,158,5.45,1
277,MIN,2019,2019-12-29,1:00,3:00,,CHI,17,16,Sun,L 19-21,,34,158,4.65,1
278,NE,2018,2018-12-16,4:25,4:25,@,PIT,15,14,Sun,L 10-17,,25,158,6.32,0
279,TEN,2018,2018-12-30,8:20,12:00,,IND,17,16,Sun,L 17-33,,36,158,4.39,1
280,CIN,2017,2017-09-10,1:00,1:00,,BAL,1,1,Sun,L 0-20,,42,157,3.74,1
281,KC,2017,2017-12-03,1:00,1:00,@,NYJ,13,12,Sun,L 31-38,,49,157,3.20,3
282,NO,2017,2017-10-29,1:00,12:00,,CHI,8,7,Sun,W 20-12,,31,157,5.06,1
283,NE,2017,2017-10-29,1:00,1:00,,LAC,8,8,Sun,W 21-13,,21,157,7.48,1
284,BAL,2019,2019-11-10,1:00,1:00,@,CIN,10,9,Sun,W 49-13,,40,157,3.93,0
285,SEA,2019,2019-10-13,1:00,1:00,@,CLE,6,6,Sun,W 32-28,,24,157,6.54,3
286,WAS,2019,2019-12-15,1:00,1:00,,PHI,15,14,Sun,L 27-37,,28,157,5.61,1
287,MIN,2018,2018-12-16,1:00,3:00,,MIA,15,14,Sun,W 41-17,,20,156,7.80,1
288,NO,2017,2017-11-19,1:00,12:00,,WAS,11,10,Sun,W 34-31,OT,33,156,4.73,1
289,NYG,2019,2019-10-20,1:00,1:00,,ARI,7,7,Sun,L 21-27,,38,156,4.11,3
290,TEN,2018,2018-12-02,4:05,3:05,,NYJ,13,12,Sun,W 26-22,,33,156,4.73,0
291,TEN,2019,2019-11-03,1:00,1:00,@,CAR,9,9,Sun,L 20-30,,33,156,4.73,2
292,SEA,2017,2017-12-10,4:25,1:00,@,JAC,14,13,Sun,L 24-30,,39,156,4.00,1
293,CAR,2018,2018-12-17,8:15,8:15,,NO,15,14,Mon,L 9-12,,32,155,4.84,1
294,GB,2019,2019-10-20,1:00,12:00,,OAK,7,7,Sun,W 42-24,,31,155,5.00,0
295,HOU,2017,2017-09-10,1:00,12:00,,JAC,1,1,Sun,L 7-29,,39,155,3.97,1
296,OAK,2018,2018-10-14,1:00,6:00,,SEA,6,6,Sun,L 3-27,,37,155,4.19,0
297,SEA,2018,2018-10-07,4:25,1:25,,LA,5,5,Sun,L 31-33,,30,155,5.17,3
298,SF,2018,2018-12-30,4:25,1:25,@,LA,17,16,Sun,L 32-48,,42,155,3.69,1
299,CAR,2019,2019-12-15,1:00,1:00,,SEA,15,14,Sun,L 24-30,,34,154,4.53,2
300,IND,2019,2019-12-01,1:00,1:00,,TEN,13,12,Sun,L 17-31,,30,154,5.13,
301,OAK,2018,2018-11-18,4:05,2:05,@,ARI,11,10,Sun,W 23-21,,31,154,4.97,0
302,BAL,2018,2018-10-28,1:00,1:00,@,CAR,8,8,Sun,L 21-36,,33,154,4.67,2
303,LAC,2018,2018-11-04,4:05,1:05,@,SEA,9,8,Sun,W 25-17,,32,154,4.81,0
304,SEA,2018,2018-12-23,8:20,5:20,,KC,16,15,Sun,W 38-31,,19,154,8.11,0
305,WAS,2018,2018-11-04,1:00,1:00,,ATL,9,8,Sun,L 14-38,,24,154,6.42,1
306,DAL,2019,2019-11-10,8:20,7:20,,MIN,10,9,Sun,L 24-28,,36,153,4.25,1
307,DEN,2019,2019-09-15,4:25,2:25,,CHI,2,2,Sun,L 14-16,,29,153,5.28,1
308,SF,2019,2019-10-31,8:20,6:20,@,ARI,9,8,Thu,W 28-25,,23,153,6.65,1
309,CIN,2017,2017-10-22,4:25,1:00,@,PIT,7,6,Sun,L 14-29,,43,152,3.53,0
310,CLE,2017,2017-11-26,1:00,1:00,@,CIN,12,11,Sun,L 16-30,,30,152,5.07,1
311,IND,2018,2018-09-23,1:00,1:00,@,PHI,3,3,Sun,L 16-20,,35,152,4.34,1
312,ARI,2018,2018-11-18,4:05,2:05,,OAK,11,10,Sun,L 21-23,,33,152,4.61,0
313,ARI,2019,2019-12-15,4:05,2:05,,CLE,15,14,Sun,W 38-24,,23,152,6.61,1
314,PIT,2017,2017-12-10,8:30,8:30,,BAL,14,13,Sun,W 39-38,,26,152,5.85,3
315,LAC,2017,2017-10-08,1:00,1:00,@,NYG,5,5,Sun,W 27-22,,25,152,6.08,1
316,ATL,2019,2019-10-27,1:00,1:00,,SEA,8,8,Sun,L 20-27,,33,151,4.58,1
317,CHI,2019,2019-10-20,4:25,3:25,,NO,7,6,Sun,L 25-36,,35,151,4.31,2
318,DAL,2019,2019-09-08,4:25,3:25,,NYG,1,1,Sun,W 35-17,,17,151,8.88,1
319,DAL,2019,2019-12-05,8:20,7:20,@,CHI,14,13,Thu,L 24-31,,34,151,4.44,1
320,DET,2017,2017-09-24,1:00,1:00,,ATL,3,3,Sun,L 26-30,,28,151,5.39,1
321,GB,2017,2017-12-17,1:00,1:00,@,CAR,15,14,Sun,L 24-31,,38,151,3.97,0
322,NYG,2018,2018-11-18,1:00,1:00,,TB,11,10,Sun,W 38-35,,30,151,5.03,2
323,NYG,2019,2019-09-15,1:00,1:00,,BUF,2,2,Sun,L 14-28,,34,151,4.44,3
324,PIT,2019,2019-09-15,1:00,1:00,,SEA,2,2,Sun,L 26-28,,33,151,4.58,1
325,TB,2017,2017-11-05,1:00,12:00,@,NO,9,8,Sun,L 10-30,,32,151,4.72,1
326,ATL,2018,2018-11-22,8:20,7:20,@,NO,12,11,Thu,L 17-31,,31,150,4.84,0
327,DET,2019,2019-12-22,4:05,2:05,@,DEN,16,15,Sun,L 17-27,,33,150,4.55,2
328,JAC,2018,2018-09-23,1:00,1:00,,TEN,3,3,Sun,L 6-9,,35,150,4.29,0
329,NE,2018,2018-11-11,1:00,12:00,@,TEN,10,10,Sun,L 10-34,,36,150,4.17,2
330,CAR,2017,2017-09-24,1:00,1:00,,NO,3,3,Sun,L 13-34,,27,149,5.52,1
331,CAR,2019,2019-10-06,1:00,1:00,,JAC,5,5,Sun,W 34-27,,31,149,4.81,1
332,CIN,2017,2017-11-05,1:00,1:00,@,JAC,9,8,Sun,L 7-23,,40,149,3.73,0
333,DET,2018,2018-12-02,1:00,1:00,,LA,13,12,Sun,L 16-30,,29,149,5.14,2
334,GB,2019,2019-09-22,1:00,12:00,,DEN,3,3,Sun,W 27-16,,38,149,3.92,2
335,NO,2019,2019-12-22,1:00,12:00,@,TEN,16,15,Sun,W 38-28,,26,149,5.73,1
336,SEA,2018,2018-11-11,4:25,1:25,@,LA,10,9,Sun,L 31-36,,23,149,6.48,2
337,CAR,2017,2017-12-03,4:25,12:00,@,NO,13,12,Sun,L 21-31,,28,148,5.29,3
338,DEN,2017,2017-10-15,8:30,6:30,,NYG,6,5,Sun,L 10-23,,32,148,4.63,0
339,HOU,2019,2019-09-09,7:10,6:10,@,NO,1,1,Mon,L 28-30,,21,148,7.05,1
340,MIN,2018,2018-11-18,8:20,12:00,@,CHI,11,10,Sun,L 20-25,,39,148,3.79,0
341,TEN,2018,2018-09-16,1:00,12:00,,HOU,2,2,Sun,W 20-17,,26,148,5.69,0
342,TB,2017,2017-11-26,1:00,1:00,@,ATL,12,11,Sun,L 20-34,,28,148,5.29,2
343,TB,2018,2018-11-25,1:00,1:00,,SF,12,11,Sun,W 27-9,,24,148,6.17,0
344,WAS,2017,2017-11-05,4:05,1:05,@,SEA,9,8,Sun,W 17-14,,28,148,5.29,0
345,BUF,2017,2017-10-01,1:00,1:00,@,ATL,4,4,Sun,W 23-17,,29,147,5.07,1
346,BUF,2019,2019-11-10,1:00,1:00,@,CLE,10,9,Sun,L 16-19,,26,147,5.65,0
347,CHI,2017,2017-12-31,1:00,3:00,@,MIN,17,16,Sun,L 10-23,,36,147,4.08,2
348,ARI,2018,2018-10-07,4:25,1:25,@,SF,5,5,Sun,W 28-18,,34,147,4.32,1
349,DAL,2018,2018-09-09,4:25,4:25,@,CAR,1,1,Sun,L 8-16,,32,147,4.59,2
350,MIA,2019,2019-11-24,1:00,1:00,@,CLE,12,11,Sun,L 24-41,,32,147,4.59,2
351,MIN,2019,2019-11-03,1:00,12:00,@,KC,9,9,Sun,L 23-26,,18,147,8.17,1
352,NYJ,2017,2017-12-31,1:00,1:00,@,NE,17,16,Sun,L 6-26,,38,147,3.87,1
353,PHI,2018,2018-10-11,8:20,8:20,@,NYG,6,6,Thu,W 34-13,,17,147,8.65,1
354,SF,2019,2019-11-11,8:15,5:15,,SEA,10,9,Mon,L 24-27,OT,34,147,4.32,1
355,BUF,2017,2017-11-19,4:05,1:05,@,LAC,11,10,Sun,L 24-54,,35,146,4.17,2
356,CHI,2019,2019-11-03,1:00,1:00,@,PHI,9,8,Sun,L 14-22,,35,146,4.17,1
357,CIN,2018,2018-12-23,1:00,1:00,@,CLE,16,15,Sun,L 18-26,,28,146,5.21,0
358,CIN,2019,2019-12-08,1:00,1:00,@,CLE,14,13,Sun,L 19-27,,27,146,5.41,2
359,HOU,2017,2017-12-31,1:00,1:00,@,IND,17,16,Sun,L 13-22,,36,146,4.06,1
360,OAK,2019,2019-11-07,8:20,5:20,,LAC,10,9,Thu,W 26-24,,30,146,4.87,1
361,BAL,2017,2017-12-31,4:25,1:00,,CIN,17,16,Sun,L 27-31,,30,146,4.87,0
362,SEA,2018,2018-09-09,4:25,2:25,@,DEN,1,1,Sun,L 24-27,,32,146,4.56,0
363,SF,2018,2018-10-21,4:25,1:25,,LA,7,7,Sun,L 10-39,,36,146,4.06,2
364,WAS,2018,2018-11-22,4:30,3:30,@,DAL,12,11,Thu,L 23-31,,34,146,4.29,2
365,DEN,2017,2017-12-03,1:00,1:00,@,MIA,13,12,Sun,L 9-35,,30,145,4.83,1
366,HOU,2019,2019-12-01,8:20,7:20,,NE,13,12,Sun,W 28-22,,29,145,5.00,0
367,MIA,2019,2019-10-13,1:00,1:00,,WAS,6,5,Sun,L 16-17,,33,145,4.39,0
368,NE,2019,2019-10-06,1:00,1:00,@,WAS,5,5,Sun,W 33-7,,20,145,7.25,1
369,NYJ,2017,2017-11-26,1:00,1:00,,CAR,12,11,Sun,L 27-35,,33,145,4.39,2
370,SEA,2019,2019-12-15,1:00,1:00,@,CAR,15,14,Sun,W 30-24,,29,145,5.00,2
371,TB,2019,2019-11-03,4:05,1:05,@,SEA,9,8,Sun,L 34-40,OT,22,145,6.59,0
372,KC,2017,2017-10-08,8:30,7:30,@,HOU,5,5,Sun,W 42-34,,23,144,6.26,0
373,MIN,2019,2019-09-15,1:00,12:00,@,GB,2,2,Sun,L 16-21,,33,144,4.36,1
374,NYG,2019,2019-09-22,4:05,4:05,@,TB,3,3,Sun,W 32-31,,32,144,4.50,0
375,TEN,2018,2018-10-07,1:00,1:00,@,BUF,5,5,Sun,L 12-13,,43,144,3.35,1
376,LAC,2018,2018-12-09,4:05,1:05,,CIN,14,13,Sun,W 26-21,,32,144,4.50,1
377,ATL,2018,2018-09-23,1:00,1:00,,NO,3,3,Sun,L 37-43,OT,27,143,5.30,2
378,BUF,2019,2019-12-21,4:30,4:30,@,NE,16,15,Sat,L 17-24,,35,143,4.09,1
379,DAL,2018,2018-12-30,1:00,1:00,@,NYG,17,16,Sun,W 36-35,,25,143,5.72,2
380,NO,2019,2019-11-10,1:00,12:00,,ATL,10,9,Sun,L 9-26,,34,143,4.21,0
381,NE,2017,2017-12-17,4:25,4:25,@,PIT,15,14,Sun,W 27-24,,31,143,4.61,1
382,OAK,2017,2017-10-01,4:25,2:25,@,DEN,4,4,Sun,L 10-16,,32,143,4.47,0
383,OAK,2017,2017-10-08,4:05,1:05,,BAL,5,5,Sun,L 17-30,,39,143,3.67,2
384,OAK,2018,2018-11-01,8:20,5:20,@,SF,9,8,Thu,L 3-34,,32,143,4.47,1
385,DEN,2018,2018-10-01,8:15,6:15,,KC,4,4,Mon,L 23-27,,26,142,5.46,2
386,DET,2017,2017-12-24,1:00,1:00,@,CIN,16,15,Sun,L 17-26,,34,142,4.18,1
387,JAC,2017,2017-10-15,4:05,4:05,,LA,6,6,Sun,L 17-27,,32,142,4.44,0
388,PHI,2018,2018-12-09,4:25,3:25,@,DAL,14,13,Sun,L 23-29,OT,36,142,3.94,0
389,SEA,2017,2017-10-29,4:05,1:05,,HOU,8,7,Sun,W 41-38,,34,142,4.18,1
390,ATL,2018,2018-12-23,1:00,1:00,@,CAR,16,15,Sun,W 24-10,,25,141,5.64,0
391,BUF,2018,2018-09-30,1:00,12:00,@,GB,4,4,Sun,L 0-22,,32,141,4.41,1
392,CHI,2018,2018-12-02,1:00,1:00,@,NYG,13,12,Sun,L 27-30,OT,29,141,4.86,0
393,GB,2017,2017-09-17,8:30,8:30,@,ATL,2,2,Sun,L 23-34,,27,141,5.22,2
394,JAC,2017,2017-12-03,1:00,1:00,,IND,13,12,Sun,W 30-10,,26,141,5.42,0
395,JAC,2017,2017-12-10,4:25,1:00,,SEA,14,13,Sun,W 30-24,,24,141,5.88,0
396,JAC,2018,2018-10-21,1:00,1:00,,HOU,7,7,Sun,L 7-20,,37,141,3.81,1
397,LA,2018,2018-09-23,4:05,1:05,,LAC,3,3,Sun,W 35-23,,20,141,7.05,1
398,LA,2018,2018-11-04,4:25,3:25,@,NO,9,9,Sun,L 35-45,,34,141,4.15,2
399,WAS,2017,2017-12-17,1:00,1:00,,ARI,15,14,Sun,W 20-15,,34,141,4.15,0
400,ARI,2019,2019-12-08,4:25,2:25,,PIT,14,13,Sun,L 17-23,,35,140,4.00,0
401,NE,2017,2017-10-01,1:00,1:00,,CAR,4,4,Sun,L 30-33,,29,140,4.83,1
402,NYJ,2017,2017-10-08,1:00,1:00,@,CLE,5,5,Sun,W 17-14,,33,140,4.24,0
403,NYJ,2017,2017-10-29,1:00,1:00,,ATL,8,8,Sun,L 20-25,,32,140,4.38,0
404,TEN,2019,2019-12-15,1:00,12:00,,HOU,15,14,Sun,L 21-24,,35,140,4.00,1
405,OAK,2018,2018-09-10,10:20,7:20,,LA,1,1,Mon,L 13-33,,26,140,5.38,0
406,BAL,2019,2019-09-22,1:00,12:00,@,KC,3,3,Sun,L 28-33,,25,140,5.60,1
407,LAC,2017,2017-09-11,10:20,8:20,@,DEN,1,1,Mon,L 21-24,,36,140,3.89,1
408,CLE,2017,2017-11-19,1:00,1:00,,JAC,11,10,Sun,L 7-19,,44,139,3.16,0
409,CLE,2018,2018-09-30,4:05,1:05,@,OAK,4,4,Sun,L 42-45,OT,29,139,4.79,0
410,CLE,2018,2018-11-04,1:00,1:00,,KC,9,9,Sun,L 21-37,,24,139,5.79,2
411,GB,2018,2018-09-09,8:20,7:20,,CHI,1,1,Sun,W 24-23,,27,139,5.15,1
412,HOU,2017,2017-11-27,8:30,8:30,@,BAL,12,11,Mon,L 16-23,,31,139,4.48,2
413,PIT,2019,2019-11-03,1:00,1:00,,IND,9,8,Sun,W 26-24,,29,139,4.79,0
414,LA,2017,2017-12-10,4:25,1:25,,PHI,14,13,Sun,L 35-43,,32,139,4.34,0
415,TB,2018,2018-09-30,1:00,12:00,@,CHI,4,4,Sun,L 10-48,,31,139,4.48,0
416,WAS,2018,2018-11-18,1:00,1:00,,HOU,11,10,Sun,L 21-23,,31,139,4.48,0
417,ATL,2017,2017-10-15,1:00,1:00,,MIA,6,5,Sun,L 17-20,,31,138,4.45,0
418,ATL,2018,2018-12-09,1:00,12:00,@,GB,14,13,Sun,L 20-34,,25,138,5.52,1
419,ATL,2019,2019-09-29,1:00,1:00,,TEN,4,4,Sun,L 10-24,,34,138,4.06,0
420,CAR,2018,2018-11-08,8:20,8:20,@,PIT,10,9,Thu,L 21-52,,30,138,4.60,1
421,HOU,2017,2017-12-17,1:00,1:00,@,JAC,15,14,Sun,L 7-45,,38,138,3.63,3
422,MIA,2019,2019-12-15,1:00,1:00,@,NYG,15,14,Sun,L 20-36,,33,138,4.18,3
423,NYG,2017,2017-09-18,8:30,8:30,,DET,2,2,Mon,L 10-24,,32,138,4.31,0
424,NYG,2018,2018-09-16,8:20,7:20,@,DAL,2,2,Sun,L 13-20,,25,138,5.52,1
425,PIT,2019,2019-10-06,1:00,1:00,,BAL,5,5,Sun,L 23-26,OT,40,138,3.45,1
426,TB,2018,2018-10-28,1:00,1:00,@,CIN,8,7,Sun,L 34-37,,27,138,5.11,2
427,ARI,2019,2019-10-27,1:00,12:00,@,NO,8,8,Sun,L 9-31,,29,137,4.72,1
428,DET,2019,2019-09-15,1:00,1:00,,LAC,2,2,Sun,W 13-10,,25,137,5.48,1
429,NYG,2018,2018-09-09,1:00,1:00,,JAC,1,1,Sun,L 15-20,,28,137,4.89,0
430,PHI,2017,2017-12-25,8:30,8:30,,OAK,16,15,Mon,W 19-10,,33,137,4.15,0
431,LAC,2019,2019-12-15,4:05,1:05,,MIN,15,14,Sun,L 10-39,,37,137,3.70,2
432,WAS,2019,2019-10-20,1:00,1:00,,SF,7,7,Sun,L 0-9,,39,137,3.51,0
433,ATL,2017,2017-11-20,8:30,5:30,@,SEA,11,10,Mon,W 34-31,,23,136,5.91,1
434,ATL,2019,2019-12-29,1:00,1:00,@,TB,17,16,Sun,W 28-22,OT,21,136,6.48,0
435,CAR,2019,2019-09-29,1:00,12:00,@,HOU,4,4,Sun,W 16-10,,22,136,6.18,1
436,CIN,2019,2019-11-10,1:00,1:00,,BAL,10,9,Sun,L 13-49,,23,136,5.91,2
437,CLE,2017,2017-09-17,1:00,1:00,@,BAL,2,2,Sun,L 10-24,,32,136,4.25,1
438,DET,2017,2017-11-23,12:30,12:30,,MIN,12,11,Thu,L 23-30,,41,136,3.32,2
439,GB,2017,2017-12-10,1:00,1:00,@,CLE,14,13,Sun,W 27-21,OT,27,136,5.04,0
440,TEN,2017,2017-12-10,4:05,2:05,@,ARI,14,13,Sun,L 7-12,,29,136,4.69,0
441,IND,2018,2018-10-21,1:00,1:00,,BUF,7,7,Sun,W 37-5,,22,135,6.14,0
442,GB,2018,2018-10-28,4:25,1:25,@,LA,8,7,Sun,L 27-29,,34,135,3.97,0
443,JAC,2019,2019-12-22,1:00,1:00,@,ATL,16,15,Sun,L 12-24,,27,135,5.00,2
444,MIA,2019,2019-12-29,1:00,1:00,@,NE,17,16,Sun,W 27-24,,27,135,5.00,1
445,NE,2019,2019-09-29,1:00,1:00,@,BUF,4,4,Sun,W 16-10,,22,135,6.14,1
446,NYJ,2018,2018-09-16,1:00,1:00,,MIA,2,2,Sun,L 12-20,,31,135,4.35,1
447,LAC,2017,2017-11-12,1:00,1:00,@,JAC,10,9,Sun,L 17-20,OT,27,135,5.00,1
448,SF,2019,2019-11-17,4:05,1:05,,ARI,11,10,Sun,W 36-26,,25,135,5.40,1
449,ARI,2017,2017-11-19,1:00,12:00,@,HOU,11,10,Sun,L 21-31,,34,134,3.94,2
450,DEN,2018,2018-12-15,8:20,2:30,,CLE,15,14,Sat,L 16-17,,28,134,4.79,0
451,DEN,2019,2019-12-08,1:00,12:00,@,HOU,14,13,Sun,W 38-24,,22,134,6.09,2
452,HOU,2017,2017-10-15,1:00,12:00,,CLE,6,6,Sun,W 33-17,,22,134,6.09,0
453,JAC,2017,2017-09-24,9:30,2:30,,BAL,3,3,Sun,W 44-7,,25,134,5.36,0
454,JAC,2018,2018-12-30,1:00,12:00,@,HOU,17,16,Sun,L 3-20,,33,134,4.06,2
455,NE,2018,2018-10-21,1:00,12:00,@,CHI,7,7,Sun,W 38-31,,25,134,5.36,2
456,NYG,2017,2017-11-19,1:00,1:00,,KC,11,10,Sun,W 12-9,OT,29,134,4.62,0
457,BAL,2018,2018-10-21,4:05,4:05,,NO,7,7,Sun,L 23-24,,39,134,3.44,1
458,ATL,2019,2019-11-24,1:00,1:00,,TB,12,11,Sun,L 22-35,,34,133,3.91,1
459,DET,2017,2017-12-10,1:00,1:00,@,TB,14,13,Sun,W 24-21,,28,133,4.75,1
460,JAC,2018,2018-10-28,9:30,2:30,,PHI,8,8,Sun,L 18-24,,28,133,4.75,0
461,NYJ,2018,2018-09-20,8:20,8:20,@,CLE,3,3,Thu,L 17-21,,33,133,4.03,2
462,ATL,2018,2018-11-18,1:00,1:00,,DAL,11,10,Sun,L 19-22,,29,132,4.55,2
463,CAR,2018,2018-10-14,1:00,1:00,@,WAS,6,5,Sun,L 17-23,,28,132,4.71,0
464,ARI,2019,2019-12-01,4:05,2:05,,LA,13,12,Sun,L 7-34,,30,132,4.40,1
465,DAL,2017,2017-11-12,4:25,4:25,@,ATL,10,9,Sun,L 7-27,,34,132,3.88,1
466,JAC,2019,2019-12-29,4:25,4:25,,IND,17,16,Sun,W 38-20,,27,132,4.89,2
467,NO,2017,2017-09-24,1:00,1:00,@,CAR,3,3,Sun,W 34-13,,22,132,6.00,1
468,NO,2017,2017-12-07,8:25,8:25,@,ATL,14,13,Thu,L 17-20,,37,132,3.57,1
469,ATL,2018,2018-10-07,1:00,1:00,@,PIT,5,5,Sun,L 17-41,,29,131,4.52,2
470,ARI,2018,2018-10-18,8:20,6:20,,DEN,7,7,Thu,L 10-45,,31,131,4.23,2
471,GB,2018,2018-11-11,4:25,12:00,,MIA,10,9,Sun,W 31-12,,23,131,5.70,0
472,JAC,2017,2017-12-24,4:05,1:05,@,SF,16,15,Sun,L 33-44,,35,131,3.74,3
473,KC,2017,2017-11-05,4:25,3:25,@,DAL,9,9,Sun,L 17-28,,31,131,4.23,2
474,NYJ,2017,2017-12-17,1:00,12:00,@,NO,15,14,Sun,L 19-31,,28,131,4.68,2
475,NYJ,2018,2018-12-30,1:00,1:00,@,NE,17,16,Sun,L 3-38,,30,131,4.37,0
476,SF,2017,2017-09-17,4:25,1:25,@,SEA,2,2,Sun,L 9-12,,37,131,3.54,0
477,DAL,2018,2018-10-21,4:25,4:25,@,WAS,7,7,Sun,L 17-20,,32,130,4.06,0
478,GB,2018,2018-12-30,1:00,12:00,,DET,17,16,Sun,L 0-31,,38,130,3.42,1
479,NYJ,2018,2018-12-02,4:05,3:05,@,TEN,13,12,Sun,L 22-26,,22,130,5.91,1
480,PIT,2017,2017-12-04,8:30,8:30,@,CIN,13,12,Mon,W 23-20,,22,130,5.91,0
481,PIT,2019,2019-12-15,8:20,8:20,,BUF,15,14,Sun,L 10-17,,38,130,3.42,1
482,OAK,2019,2019-10-27,4:25,3:25,@,HOU,8,7,Sun,L 24-27,,32,130,4.06,0
483,BAL,2017,2017-12-17,1:00,1:00,@,CLE,15,14,Sun,W 27-10,,19,130,6.84,1
484,LAC,2019,2019-11-18,8:15,7:15,,KC,11,11,Mon,L 17-24,,27,130,4.81,2
485,SF,2019,2019-10-27,4:05,1:05,,CAR,8,7,Sun,W 51-13,,19,130,6.84,1
486,WAS,2018,2018-12-03,8:15,8:15,@,PHI,13,12,Mon,L 13-28,,33,130,3.94,1
487,WAS,2019,2019-10-06,1:00,1:00,,NE,5,5,Sun,L 7-33,,27,130,4.81,1
488,BUF,2019,2019-09-15,1:00,1:00,@,NYG,2,2,Sun,W 28-14,,20,129,6.45,1
489,CLE,2018,2018-11-25,1:00,1:00,@,CIN,12,11,Sun,W 35-20,,20,129,6.45,1
490,KC,2019,2019-09-15,4:05,1:05,@,OAK,2,2,Sun,W 28-10,,19,129,6.79,0
491,NO,2017,2017-09-11,7:10,9:10,@,MIN,1,1,Mon,L 19-29,,30,129,4.30,0
492,NYG,2017,2017-09-10,8:30,7:30,@,DAL,1,1,Sun,L 3-19,,31,129,4.16,0
493,NYJ,2019,2019-10-13,4:25,4:25,,DAL,6,5,Sun,W 24-22,,34,129,3.79,2
494,PHI,2017,2017-12-31,1:00,1:00,,DAL,17,16,Sun,L 0-6,,32,129,4.03,0
495,WAS,2018,2018-12-30,4:25,1:00,,PHI,17,16,Sun,L 0-24,,34,129,3.79,0
496,CIN,2018,2018-10-07,1:00,1:00,,MIA,5,5,Sun,W 27-17,,22,128,5.82,0
497,DET,2018,2018-11-04,1:00,3:00,@,MIN,9,8,Sun,L 9-24,,23,128,5.57,1
498,JAC,2019,2019-12-15,4:05,1:05,@,OAK,15,14,Sun,W 20-16,,32,128,4.00,0
499,MIN,2018,2018-09-23,1:00,3:00,,BUF,3,3,Sun,L 6-27,,38,128,3.37,2
500,NYJ,2019,2019-09-08,1:00,1:00,,BUF,1,1,Sun,L 16-17,,25,128,5.12,1
501,SEA,2017,2017-12-24,4:25,3:25,@,DAL,16,15,Sun,W 21-12,,30,128,4.27,0
502,SEA,2019,2019-12-29,8:20,5:20,,SF,17,16,Sun,L 21-26,,24,128,5.33,3
503,BUF,2019,2019-11-03,1:00,1:00,,WAS,9,8,Sun,W 24-9,,23,127,5.52,0
504,CLE,2019,2019-11-03,4:25,2:25,@,DEN,9,8,Sun,L 19-24,,20,127,6.35,1
505,DEN,2019,2019-10-27,1:00,1:00,@,IND,8,8,Sun,L 13-15,,31,127,4.10,1
506,DET,2019,2019-09-22,1:00,1:00,@,PHI,3,3,Sun,W 27-24,,30,127,4.23,1
507,HOU,2017,2017-10-08,8:30,7:30,,KC,5,5,Sun,L 34-42,,35,127,3.63,0
508,KC,2018,2018-12-30,4:25,12:00,,OAK,17,16,Sun,W 35-3,,29,127,4.38,0
509,NYG,2018,2018-11-25,1:00,1:00,@,PHI,12,11,Sun,L 22-25,,29,127,4.38,1
510,NYJ,2018,2018-10-14,1:00,1:00,,IND,6,6,Sun,W 42-34,,23,127,5.52,0
511,NYJ,2018,2018-12-23,1:00,1:00,,GB,16,15,Sun,L 38-44,OT,20,127,6.35,3
512,PIT,2018,2018-09-16,1:00,1:00,,KC,2,2,Sun,L 37-42,,25,127,5.08,0
513,LA,2018,2018-12-30,4:25,1:25,,SF,17,16,Sun,W 48-32,,22,127,5.77,1
514,LA,2019,2019-09-08,1:00,1:00,@,CAR,1,1,Sun,W 30-27,,23,127,5.52,3
