Rk,team,year,Date,Time,LTime,away,Opp,week,G#,Day,Result,OT,Att,Yds,Y/A,TD
1025,TB,2019,2019-12-29,1:00,1:00,,ATL,17,16,Sun,L 22-28,OT,30,87,2.90,0
1026,ATL,2017,2017-12-24,1:00,12:00,@,NO,16,15,Sun,L 13-23,,31,86,2.77,1
1027,BUF,2019,2019-12-29,1:00,1:00,,NYJ,17,16,Sun,L 6-13,,27,86,3.19,0
1028,CLE,2017,2017-10-01,1:00,1:00,,CIN,4,4,Sun,L 7-31,,30,86,2.87,0
1029,DET,2019,2019-11-24,1:00,1:00,@,WAS,12,11,Sun,L 16-19,,24,86,3.58,0
1030,HOU,2017,2017-10-01,1:00,12:00,,TEN,4,4,Sun,W 57-14,,19,86,4.53,2
1031,MIA,2017,2017-10-01,9:30,2:30,,NO,4,3,Sun,L 0-20,,28,86,3.07,0
1032,MIN,2018,2018-12-23,1:00,1:00,@,DET,16,15,Sun,W 27-9,,23,86,3.74,0
1033,PHI,2019,2019-09-22,1:00,1:00,,DET,3,3,Sun,L 24-27,,28,86,3.07,1
1034,PIT,2019,2019-11-24,1:00,1:00,@,CIN,12,11,Sun,W 16-10,,21,86,4.10,0
1035,OAK,2017,2017-11-05,8:30,8:30,@,MIA,9,9,Sun,W 27-24,,18,86,4.78,0
1036,SEA,2018,2018-09-17,8:15,7:15,@,CHI,2,2,Mon,L 17-24,,27,86,3.19,0
1037,BUF,2019,2019-11-24,1:00,1:00,,DEN,12,11,Sun,W 20-3,,17,85,5.00,0
1038,CAR,2017,2017-10-29,1:00,1:00,@,TB,8,8,Sun,W 17-3,,22,85,3.86,0
1039,CIN,2018,2018-12-09,4:05,1:05,@,LAC,14,13,Sun,L 21-26,,25,85,3.40,1
1040,CLE,2017,2017-12-10,1:00,1:00,,GB,14,13,Sun,L 21-27,OT,27,85,3.15,1
1041,IND,2017,2017-12-31,1:00,1:00,,HOU,17,16,Sun,W 22-13,,27,85,3.15,1
1042,MIN,2019,2019-10-24,8:20,10:20,,WAS,8,8,Thu,W 19-9,,16,85,5.31,0
1043,NO,2018,2018-10-28,8:20,10:20,@,MIN,8,7,Sun,W 30-20,,22,85,3.86,1
1044,TEN,2017,2017-10-16,8:30,7:30,,IND,6,6,Mon,W 36-22,,19,85,4.47,0
1045,PIT,2018,2018-12-02,8:20,1:00,,LAC,13,12,Sun,L 30-33,,22,85,3.86,1
1046,PIT,2019,2019-12-22,1:00,1:00,@,NYJ,16,15,Sun,L 10-16,,32,85,2.66,0
1047,BAL,2018,2018-12-16,1:00,1:00,,TB,15,14,Sun,W 20-12,,21,85,4.05,1
1048,SEA,2018,2018-12-30,4:25,1:25,,ARI,17,16,Sun,W 27-24,,24,85,3.54,0
1049,WAS,2017,2017-10-15,1:00,1:00,,SF,6,5,Sun,W 26-24,,20,85,4.25,2
1050,ATL,2017,2017-12-18,8:30,8:30,@,TB,15,14,Mon,W 24-21,,18,84,4.67,0
1051,CIN,2018,2018-11-25,1:00,1:00,,CLE,12,11,Sun,L 20-35,,35,84,2.40,1
1052,CLE,2019,2019-11-10,1:00,1:00,,BUF,10,9,Sun,W 19-16,,20,84,4.20,2
1053,DEN,2018,2018-12-09,4:05,1:05,@,SF,14,13,Sun,L 14-20,,30,84,2.80,0
1054,MIA,2017,2017-11-05,8:30,8:30,,OAK,9,8,Sun,L 24-27,,27,84,3.11,2
1055,NE,2017,2017-12-24,1:00,1:00,,BUF,16,15,Sun,W 37-16,,24,84,3.50,0
1056,NE,2018,2018-10-04,8:20,8:20,,IND,5,5,Thu,W 38-24,,21,84,4.00,0
1057,NYG,2018,2018-12-09,1:00,1:00,@,WAS,14,13,Sun,W 40-16,,22,84,3.82,1
1058,NYJ,2017,2017-12-10,4:05,2:05,@,DEN,14,13,Sun,L 0-23,,35,84,2.40,1
1059,NYJ,2019,2019-10-06,1:00,1:00,@,PHI,5,4,Sun,L 6-31,,29,84,2.90,1
1060,LAC,2018,2018-09-16,1:00,1:00,@,BUF,2,2,Sun,W 31-20,,22,84,3.82,1
1061,LAC,2019,2019-12-01,4:25,2:25,@,DEN,13,12,Sun,L 20-23,,25,84,3.36,0
1062,SEA,2017,2017-09-10,4:25,3:25,@,GB,1,1,Sun,L 9-17,,28,84,3.00,1
1063,SEA,2017,2017-11-26,4:05,1:05,@,SF,12,11,Sun,W 24-13,,24,84,3.50,0
1064,WAS,2017,2017-11-23,8:30,8:30,,NYG,12,11,Thu,W 20-10,,24,84,3.50,0
1065,WAS,2019,2019-10-13,1:00,1:00,@,MIA,6,6,Sun,W 17-16,,21,84,4.00,1
1066,BUF,2018,2018-11-11,1:00,1:00,@,NYJ,10,10,Sun,W 41-10,,18,83,4.61,1
1067,IND,2017,2017-09-17,1:00,1:00,,ARI,2,2,Sun,L 13-16,OT,25,83,3.32,0
1068,IND,2018,2018-12-23,1:00,1:00,,NYG,16,15,Sun,W 28-27,,29,83,2.86,2
1069,MIA,2019,2019-11-03,1:00,1:00,,NYJ,9,8,Sun,W 26-18,,21,83,3.95,0
1070,TEN,2017,2017-12-31,4:25,12:00,,JAC,17,16,Sun,W 15-10,,24,83,3.46,0
1071,BAL,2018,2018-09-09,1:00,1:00,,BUF,1,1,Sun,W 47-3,,22,83,3.77,0
1072,TB,2017,2017-11-19,1:00,1:00,@,MIA,11,10,Sun,W 30-20,,19,83,4.37,0
1073,CAR,2018,2018-11-04,1:00,1:00,,TB,9,8,Sun,W 42-28,,21,82,3.90,0
1074,CHI,2019,2019-12-05,8:20,7:20,,DAL,14,13,Thu,W 31-24,,22,82,3.73,2
1075,CIN,2017,2017-10-08,1:00,1:00,,BUF,5,5,Sun,W 20-16,,24,82,3.42,0
1076,ARI,2017,2017-09-10,1:00,1:00,@,DET,1,1,Sun,L 23-35,,27,82,3.04,0
1077,HOU,2017,2017-09-14,8:25,8:25,@,CIN,2,2,Thu,W 13-9,,24,82,3.42,0
1078,JAC,2018,2018-09-16,4:25,4:25,,NE,2,2,Sun,W 31-20,,24,82,3.42,0
1079,MIN,2018,2018-11-25,8:20,10:20,,GB,12,11,Sun,W 24-17,,19,82,4.32,1
1080,TEN,2019,2019-12-01,1:00,1:00,@,IND,13,12,Sun,W 31-17,,24,82,3.42,1
1081,PHI,2018,2018-12-16,8:20,5:20,@,LA,15,14,Sun,W 30-23,,18,82,4.56,2
1082,PIT,2017,2017-10-01,1:00,1:00,@,BAL,4,4,Sun,W 26-9,,15,82,5.47,0
1083,LAC,2018,2018-12-30,4:25,2:25,@,DEN,17,16,Sun,W 23-9,,25,82,3.28,0
1084,SEA,2019,2019-10-03,8:20,5:20,,LA,5,5,Thu,W 30-29,,18,82,4.56,2
1085,DAL,2017,2017-11-23,4:30,3:30,,LAC,12,11,Thu,L 6-28,,33,81,2.45,0
1086,DET,2019,2019-11-10,1:00,12:00,@,CHI,10,9,Sun,L 13-20,,24,81,3.38,0
1087,JAC,2018,2018-11-11,1:00,1:00,@,IND,10,9,Sun,L 26-29,,23,81,3.52,1
1088,KC,2019,2019-09-08,1:00,1:00,@,JAC,1,1,Sun,W 40-26,,16,81,5.06,0
1089,MIN,2017,2017-11-12,1:00,1:00,@,WAS,10,9,Sun,W 38-30,,27,81,3.00,2
1090,MIN,2018,2018-10-07,4:25,4:25,@,PHI,5,5,Sun,W 23-21,,17,81,4.76,0
1091,MIN,2019,2019-10-20,1:00,1:00,@,DET,7,7,Sun,W 42-30,,20,81,4.05,0
1092,NE,2017,2017-09-17,1:00,12:00,@,NO,2,2,Sun,W 36-20,,17,81,4.76,0
1093,NE,2019,2019-10-21,8:15,8:15,@,NYJ,7,7,Mon,W 33-0,,20,81,4.05,0
1094,NE,2019,2019-11-17,4:25,4:25,@,PHI,11,10,Sun,W 17-10,,21,81,3.86,0
1095,OAK,2019,2019-09-29,1:00,1:00,@,IND,4,4,Sun,W 31-24,,23,81,3.52,0
1096,SEA,2019,2019-09-15,1:00,1:00,@,PIT,2,2,Sun,W 28-26,,16,81,5.06,1
1097,WAS,2018,2018-10-14,1:00,1:00,,CAR,6,5,Sun,W 23-17,,18,81,4.50,0
1098,CAR,2017,2017-10-01,1:00,1:00,@,NE,4,4,Sun,W 33-30,,19,80,4.21,1
1099,CLE,2017,2017-10-22,1:00,1:00,,TEN,7,7,Sun,L 9-12,OT,32,80,2.50,0
1100,DAL,2018,2018-11-18,1:00,1:00,@,ATL,11,10,Sun,W 22-19,,18,80,4.44,0
1101,DAL,2018,2018-11-22,4:30,3:30,,WAS,12,11,Thu,W 31-23,,20,80,4.00,1
1102,DEN,2017,2017-10-22,4:25,1:25,@,LAC,7,6,Sun,L 0-21,,26,80,3.08,0
1103,DEN,2019,2019-10-17,8:20,6:20,,KC,7,7,Thu,L 6-30,,27,80,2.96,0
1104,DET,2019,2019-10-27,1:00,1:00,,NYG,8,7,Sun,W 31-26,,24,80,3.33,0
1105,MIA,2018,2018-11-04,1:00,1:00,,NYJ,9,9,Sun,W 13-6,,21,80,3.81,0
1106,NYG,2019,2019-12-22,1:00,1:00,@,WAS,16,15,Sun,W 41-35,OT,26,80,3.08,2
1107,PHI,2017,2017-10-12,8:25,8:25,@,CAR,6,6,Thu,W 28-23,,25,80,3.20,1
1108,PIT,2017,2017-11-26,8:30,8:30,,GB,12,11,Sun,W 31-28,,24,80,3.33,1
1109,OAK,2017,2017-10-15,4:25,1:25,,LAC,6,6,Sun,L 16-17,,28,80,2.86,1
1110,TB,2018,2018-12-23,1:00,12:00,@,DAL,16,15,Sun,L 20-27,,24,80,3.33,1
1111,ATL,2018,2018-11-04,1:00,1:00,@,WAS,9,8,Sun,W 38-14,,15,79,5.27,1
1112,ATL,2019,2019-09-22,1:00,1:00,@,IND,3,3,Sun,L 24-27,,24,79,3.29,1
1113,CLE,2019,2019-10-27,4:25,4:25,@,NE,8,7,Sun,L 13-27,,27,79,2.93,0
1114,IND,2018,2018-12-02,1:00,1:00,@,JAC,13,12,Sun,L 0-6,,27,79,2.93,0
1115,DEN,2017,2017-10-30,8:30,7:30,@,KC,8,7,Mon,L 19-29,,26,79,3.04,0
1116,MIA,2019,2019-09-29,1:00,1:00,,LAC,4,4,Sun,L 10-30,,33,79,2.39,1
1117,NYG,2019,2019-12-01,1:00,1:00,,GB,13,12,Sun,L 13-31,,26,79,3.04,0
1118,OAK,2018,2018-10-07,4:05,1:05,@,LAC,5,5,Sun,L 10-26,,31,79,2.55,1
1119,LAC,2017,2017-11-23,4:30,3:30,@,DAL,12,11,Thu,W 28-6,,20,79,3.95,1
1120,SEA,2018,2018-10-14,1:00,6:00,@,OAK,6,6,Sun,W 27-3,,19,79,4.16,0
1121,SF,2019,2019-09-22,4:25,1:25,,PIT,3,3,Sun,W 24-20,,22,79,3.59,0
1122,BUF,2018,2018-12-09,1:00,1:00,,NYJ,14,13,Sun,L 23-27,,28,78,2.79,2
1123,DET,2017,2017-11-06,8:30,7:30,@,GB,9,8,Mon,W 30-17,,17,78,4.59,2
1124,OAK,2017,2017-12-25,8:30,8:30,@,PHI,16,15,Mon,L 10-19,,21,78,3.71,0
1125,LA,2017,2017-12-17,4:05,1:05,@,SEA,15,14,Sun,W 42-7,,17,78,4.59,0
1126,BAL,2017,2017-12-03,1:00,1:00,,DET,13,12,Sun,W 44-20,,24,78,3.25,2
1127,LAC,2019,2019-11-07,8:20,5:20,@,OAK,10,10,Thu,L 24-26,,21,78,3.71,1
1128,SEA,2019,2019-12-02,8:15,5:15,,MIN,13,12,Mon,W 37-30,,14,78,5.57,1
1129,TB,2018,2018-09-24,8:15,8:15,,PIT,3,3,Mon,L 27-30,,22,78,3.55,0
1130,ATL,2019,2019-11-17,1:00,1:00,@,CAR,11,10,Sun,W 29-3,,15,77,5.13,0
1131,BUF,2017,2017-09-17,1:00,1:00,@,CAR,2,2,Sun,L 3-9,,28,77,2.75,0
1132,DEN,2018,2018-09-23,1:00,1:00,@,BAL,3,3,Sun,L 14-27,,28,77,2.75,2
1133,DEN,2019,2019-09-22,1:00,12:00,@,GB,3,3,Sun,L 16-27,,23,77,3.35,2
1134,MIA,2018,2018-12-09,1:00,1:00,,NE,14,13,Sun,W 34-33,,30,77,2.57,1
1135,NO,2018,2018-10-21,4:05,4:05,@,BAL,7,6,Sun,W 24-23,,23,77,3.35,1
1136,PHI,2018,2018-10-07,4:25,4:25,,MIN,5,5,Sun,L 21-23,,23,77,3.35,0
1137,PHI,2019,2019-09-26,8:20,7:20,@,GB,4,4,Thu,W 34-27,,20,77,3.85,1
1138,PIT,2017,2017-12-17,4:25,4:25,,NE,15,14,Sun,L 24-27,,19,77,4.05,2
1139,OAK,2019,2019-12-15,4:05,1:05,,JAC,15,14,Sun,L 16-20,,22,77,3.50,0
1140,BAL,2017,2017-09-10,1:00,1:00,@,CIN,1,1,Sun,W 20-0,,22,77,3.50,0
1141,BAL,2019,2019-10-06,1:00,1:00,@,PIT,5,5,Sun,W 26-23,OT,19,77,4.05,1
1142,SEA,2018,2018-12-10,8:15,5:15,,MIN,14,13,Mon,W 21-7,,21,77,3.67,0
1143,SF,2018,2018-09-23,1:00,12:00,@,KC,3,3,Sun,L 27-38,,28,77,2.75,2
1144,BUF,2018,2018-10-29,8:15,8:15,,NE,8,8,Mon,L 6-25,,25,76,3.04,1
1145,CHI,2017,2017-12-24,1:00,12:00,,CLE,16,15,Sun,W 20-3,,20,76,3.80,0
1146,CHI,2018,2018-11-11,1:00,12:00,,DET,10,9,Sun,W 34-22,,24,76,3.17,1
1147,ARI,2017,2017-09-17,1:00,1:00,@,IND,2,2,Sun,W 16-13,OT,29,76,2.62,1
1148,DAL,2017,2017-12-24,4:25,3:25,,SEA,16,15,Sun,L 12-21,,30,76,2.53,0
1149,KC,2018,2018-11-19,8:15,7:15,@,LA,11,11,Mon,L 51-54,,21,76,3.62,1
1150,NYG,2019,2019-11-10,1:00,1:00,@,NYJ,10,10,Sun,L 27-34,,29,76,2.62,2
1151,LAC,2018,2018-09-30,4:25,1:25,,SF,4,4,Sun,W 29-27,,21,76,3.62,0
1152,CAR,2018,2018-11-25,1:00,1:00,,SEA,12,11,Sun,L 27-30,,28,75,2.68,1
1153,CIN,2018,2018-09-09,1:00,1:00,@,IND,1,1,Sun,W 34-23,,22,75,3.41,0
1154,IND,2019,2019-12-08,1:00,1:00,@,TB,14,13,Sun,L 35-38,,28,75,2.68,1
1155,ARI,2017,2017-11-09,8:25,6:25,,SEA,10,9,Thu,L 16-22,,23,75,3.26,0
1156,DEN,2017,2017-09-24,1:00,1:00,@,BUF,3,3,Sun,L 16-26,,33,75,2.27,0
1157,DEN,2018,2018-11-25,4:25,2:25,,PIT,12,11,Sun,W 24-17,,16,75,4.69,0
1158,DET,2017,2017-10-29,8:30,8:30,,PIT,8,7,Sun,L 15-20,,29,75,2.59,1
1159,DET,2019,2019-11-17,1:00,1:00,,DAL,11,10,Sun,L 27-35,,24,75,3.13,1
1160,HOU,2018,2018-11-04,4:05,2:05,@,DEN,9,9,Sun,W 19-17,,20,75,3.75,1
1161,NO,2019,2019-10-13,1:00,1:00,@,JAC,6,6,Sun,W 13-6,,24,75,3.13,0
1162,NE,2019,2019-12-08,4:25,4:25,,KC,14,13,Sun,L 16-23,,29,75,2.59,1
1163,NYJ,2019,2019-12-22,1:00,1:00,,PIT,16,15,Sun,W 16-10,,25,75,3.00,0
1164,PHI,2017,2017-10-23,8:30,8:30,,WAS,7,7,Mon,W 34-24,,18,75,4.17,0
1165,PHI,2017,2017-12-17,1:00,1:00,@,NYG,15,14,Sun,W 34-29,,23,75,3.26,1
1166,LA,2017,2017-09-10,4:05,1:05,,IND,1,1,Sun,W 46-9,,24,75,3.13,1
1167,BAL,2017,2017-11-19,1:00,12:00,@,GB,11,10,Sun,W 23-0,,25,75,3.00,0
1168,TB,2019,2019-11-10,1:00,1:00,,ARI,10,9,Sun,W 30-27,,18,75,4.17,0
1169,BUF,2018,2018-10-14,1:00,12:00,@,HOU,6,6,Sun,L 13-20,,24,74,3.08,0
1170,BUF,2019,2019-09-29,1:00,1:00,,NE,4,4,Sun,L 10-16,,23,74,3.22,1
1171,CHI,2018,2018-09-17,8:15,7:15,,SEA,2,2,Mon,W 24-17,,22,74,3.36,0
1172,CIN,2019,2019-12-29,1:00,1:00,,CLE,17,16,Sun,W 33-23,,20,74,3.70,0
1173,HOU,2019,2019-11-03,9:30,2:30,@,JAC,9,9,Sun,W 26-3,,15,74,4.93,0
1174,JAC,2019,2019-12-01,1:00,1:00,,TB,13,12,Sun,L 11-28,,31,74,2.39,2
1175,NE,2017,2017-10-15,1:00,1:00,@,NYJ,6,6,Sun,W 24-17,,24,74,3.08,0
1176,NE,2018,2018-11-25,1:00,1:00,@,NYJ,12,11,Sun,W 27-13,,15,74,4.93,0
1177,NYG,2017,2017-12-24,4:25,2:25,@,ARI,16,15,Sun,L 0-23,,27,74,2.74,0
1178,NYJ,2019,2019-10-21,8:15,8:15,,NE,7,6,Mon,L 0-33,,34,74,2.18,3
1179,PHI,2018,2018-09-06,8:20,8:20,,ATL,1,1,Thu,W 18-12,,18,74,4.11,1
1180,PHI,2019,2019-11-17,4:25,4:25,,NE,11,10,Sun,L 10-17,,22,74,3.36,0
1181,PIT,2018,2018-10-28,1:00,1:00,,CLE,8,7,Sun,W 33-18,,21,74,3.52,0
1182,LA,2019,2019-11-17,8:20,5:20,,CHI,11,10,Sun,W 17-7,,24,74,3.08,0
1183,LA,2019,2019-12-01,4:05,2:05,@,ARI,13,12,Sun,W 34-7,,21,74,3.52,1
1184,BAL,2019,2019-11-03,8:20,8:20,,NE,9,8,Sun,W 37-20,,17,74,4.35,1
1185,HOU,2019,2019-09-22,4:25,1:25,@,LAC,3,3,Sun,W 27-20,,18,73,4.06,0
1186,MIN,2019,2019-09-08,1:00,3:00,,ATL,1,1,Sun,W 28-12,,17,73,4.29,0
1187,NYJ,2019,2019-12-29,1:00,1:00,@,BUF,17,16,Sun,W 13-6,,20,73,3.65,0
1188,TEN,2017,2017-11-05,1:00,12:00,,BAL,9,8,Sun,W 23-20,,22,73,3.32,0
1189,PHI,2019,2019-12-09,8:15,8:15,,NYG,14,13,Mon,W 23-17,OT,20,73,3.65,0
1190,PIT,2019,2019-09-30,8:15,8:15,,CIN,4,4,Mon,W 27-3,,19,73,3.84,0
1191,WAS,2018,2018-10-21,4:25,4:25,,DAL,7,6,Sun,W 20-17,,22,73,3.32,1
1192,CIN,2019,2019-09-08,4:05,1:05,@,SEA,1,1,Sun,L 20-21,,25,72,2.88,1
1193,DAL,2019,2019-09-22,1:00,12:00,,MIA,3,3,Sun,W 31-6,,24,72,3.00,0
1194,MIN,2017,2017-10-15,1:00,3:00,,GB,6,6,Sun,W 23-10,,24,72,3.00,0
1195,MIN,2019,2019-09-29,4:25,3:25,@,CHI,4,4,Sun,L 6-16,,33,72,2.18,0
1196,NE,2018,2018-12-23,1:00,1:00,,BUF,16,15,Sun,W 24-12,,18,72,4.00,0
1197,TEN,2018,2018-11-05,8:15,7:15,@,DAL,9,8,Mon,W 28-14,,19,72,3.79,0
1198,LAC,2019,2019-09-29,1:00,1:00,@,MIA,4,4,Sun,W 30-10,,18,72,4.00,0
1199,SF,2019,2019-12-21,8:15,5:15,,LA,16,15,Sat,W 34-31,,24,72,3.00,2
1200,TB,2019,2019-09-22,4:05,4:05,,NYG,3,3,Sun,L 31-32,,19,72,3.79,2
1201,TB,2019,2019-10-27,1:00,12:00,@,TEN,8,7,Sun,L 23-27,,21,72,3.43,0
1202,ATL,2017,2017-09-24,1:00,1:00,@,DET,3,3,Sun,W 30-26,,19,71,3.74,0
1203,CLE,2018,2018-11-11,1:00,1:00,,ATL,10,10,Sun,W 28-16,,19,71,3.74,0
1204,DAL,2018,2018-11-11,8:20,8:20,@,PHI,10,9,Sun,W 27-20,,16,71,4.44,0
1205,KC,2019,2019-10-17,8:20,6:20,@,DEN,7,7,Thu,W 30-6,,21,71,3.38,1
1206,MIN,2018,2018-10-21,1:00,1:00,@,NYJ,7,7,Sun,W 37-17,,24,71,2.96,1
1207,PIT,2017,2017-10-22,4:25,1:00,,CIN,7,7,Sun,W 29-14,,17,71,4.18,0
1208,PIT,2017,2017-10-29,8:30,8:30,@,DET,8,8,Sun,W 20-15,,22,71,3.23,0
1209,PIT,2017,2017-11-12,1:00,1:00,@,IND,10,9,Sun,W 20-17,,29,71,2.45,0
1210,PIT,2019,2019-12-08,4:25,2:25,@,ARI,14,13,Sun,W 23-17,,22,71,3.23,0
1211,LA,2019,2019-12-29,4:25,1:25,,ARI,17,16,Sun,W 31-24,,17,71,4.18,1
1212,BAL,2017,2017-11-05,1:00,12:00,@,TEN,9,9,Sun,L 20-23,,21,71,3.38,1
1213,CHI,2017,2017-09-24,1:00,12:00,,PIT,3,3,Sun,W 23-17,OT,17,70,4.12,1
1214,CHI,2017,2017-12-10,1:00,1:00,@,CIN,14,13,Sun,W 33-7,,13,70,5.38,0
1215,IND,2019,2019-11-10,4:05,4:05,,MIA,10,9,Sun,L 12-16,,26,70,2.69,1
1216,DAL,2017,2017-12-31,1:00,1:00,@,PHI,17,16,Sun,W 6-0,,18,70,3.89,0
1217,DEN,2017,2017-12-14,8:25,8:25,@,IND,15,14,Thu,W 25-13,,22,70,3.18,1
1218,HOU,2018,2018-10-21,1:00,1:00,@,JAC,7,7,Sun,W 20-7,,22,70,3.18,0
1219,JAC,2017,2017-10-08,1:00,1:00,@,PIT,5,5,Sun,W 30-9,,20,70,3.50,0
1220,KC,2017,2017-12-10,1:00,12:00,,OAK,14,13,Sun,W 26-15,,11,70,6.36,1
1221,MIN,2019,2019-12-08,1:00,3:00,,DET,14,13,Sun,W 20-7,,22,70,3.18,0
1222,NYJ,2019,2019-09-16,8:15,8:15,,CLE,2,2,Mon,L 3-23,,21,70,3.33,1
1223,PHI,2018,2018-09-30,1:00,12:00,@,TEN,4,4,Sun,L 23-26,OT,22,70,3.18,1
1224,PHI,2018,2018-10-28,9:30,2:30,@,JAC,8,8,Sun,W 24-18,,17,70,4.12,0
1225,OAK,2019,2019-12-29,4:25,2:25,@,DEN,17,16,Sun,L 15-16,,27,70,2.59,0
1226,TB,2018,2018-10-14,1:00,1:00,@,ATL,6,5,Sun,L 29-34,,22,70,3.18,1
1227,BUF,2017,2017-10-22,1:00,1:00,,TB,7,6,Sun,W 30-27,,25,69,2.76,0
1228,CAR,2017,2017-09-17,1:00,1:00,,BUF,2,2,Sun,W 9-3,,23,69,3.00,0
1229,CHI,2018,2018-09-09,8:20,7:20,@,GB,1,1,Sun,L 23-24,,18,69,3.83,0
1230,CHI,2019,2019-09-23,8:15,8:15,@,WAS,3,3,Mon,W 31-15,,21,69,3.29,0
1231,DEN,2018,2018-10-18,8:20,6:20,@,ARI,7,7,Thu,W 45-10,,21,69,3.29,0
1232,MIA,2017,2017-10-08,1:00,1:00,,TEN,5,4,Sun,W 16-10,,20,69,3.45,0
1233,NO,2017,2017-11-12,1:00,1:00,@,BUF,10,9,Sun,W 47-10,,15,69,4.60,0
1234,TEN,2017,2017-09-24,4:05,3:05,,SEA,3,3,Sun,W 33-27,,22,69,3.14,0
1235,LAC,2017,2017-10-22,4:25,1:25,,DEN,7,7,Sun,W 21-0,,19,69,3.63,0
1236,SEA,2019,2019-10-27,1:00,1:00,@,ATL,8,8,Sun,W 27-20,,17,69,4.06,1
1237,BUF,2019,2019-09-08,1:00,1:00,@,NYJ,1,1,Sun,W 17-16,,21,68,3.24,0
1238,CAR,2017,2017-10-22,1:00,12:00,@,CHI,7,7,Sun,L 3-17,,26,68,2.62,0
1239,CIN,2018,2018-12-16,1:00,1:00,,OAK,15,14,Sun,W 30-16,,16,68,4.25,0
1240,ARI,2017,2017-10-15,4:05,2:05,,TB,6,6,Sun,W 38-33,,21,68,3.24,1
1241,DAL,2017,2017-11-05,4:25,3:25,,KC,9,8,Sun,W 28-17,,19,68,3.58,0
1242,GB,2018,2018-09-16,1:00,12:00,,MIN,2,2,Sun,T 29-29,OT,18,68,3.78,0
1243,JAC,2019,2019-09-29,4:25,2:25,@,DEN,4,4,Sun,W 26-24,,16,68,4.25,0
1244,NYJ,2019,2019-09-22,1:00,1:00,@,NE,3,3,Sun,L 14-30,,27,68,2.52,2
1245,NYJ,2019,2019-11-24,1:00,1:00,,OAK,12,11,Sun,W 34-3,,22,68,3.09,0
1246,PHI,2018,2018-09-23,1:00,1:00,,IND,3,3,Sun,W 20-16,,13,68,5.23,0
1247,TB,2019,2019-12-21,1:00,1:00,,HOU,16,15,Sat,L 20-23,,26,68,2.62,1
1248,WAS,2018,2018-09-09,4:25,2:25,@,ARI,1,1,Sun,W 24-6,,15,68,4.53,1
1249,IND,2019,2019-12-29,4:25,4:25,@,JAC,17,16,Sun,L 20-38,,24,67,2.79,0
1250,NO,2017,2017-12-24,1:00,12:00,,ATL,16,15,Sun,W 23-13,,20,67,3.35,0
1251,NE,2017,2017-11-26,1:00,1:00,,MIA,12,11,Sun,W 35-17,,19,67,3.53,0
1252,NYG,2018,2018-10-22,8:15,8:15,@,ATL,7,7,Mon,L 20-23,,20,67,3.35,1
1253,PHI,2019,2019-10-06,1:00,1:00,,NYJ,5,5,Sun,W 31-6,,19,67,3.53,1
1254,BAL,2018,2018-11-25,1:00,1:00,,OAK,12,11,Sun,W 34-17,,19,67,3.53,1
1255,BUF,2019,2019-09-22,1:00,1:00,,CIN,3,3,Sun,W 21-17,,19,66,3.47,1
1256,CAR,2017,2017-12-24,1:00,1:00,,TB,16,15,Sun,W 22-19,,24,66,2.75,0
1257,CAR,2018,2018-09-23,1:00,1:00,,CIN,3,3,Sun,W 31-21,,13,66,5.08,1
1258,CIN,2018,2018-09-13,8:20,8:20,,BAL,2,2,Thu,W 34-23,,22,66,3.00,1
1259,CIN,2019,2019-09-30,8:15,8:15,@,PIT,4,4,Mon,L 3-27,,25,66,2.64,1
1260,IND,2017,2017-10-08,1:00,1:00,,SF,5,5,Sun,W 26-23,OT,22,66,3.00,0
1261,MIN,2018,2018-11-04,1:00,3:00,,DET,9,9,Sun,W 24-9,,24,66,2.75,0
1262,NO,2017,2017-10-15,1:00,12:00,,DET,6,5,Sun,W 52-38,,19,66,3.47,0
1263,TEN,2017,2017-10-22,1:00,1:00,@,CLE,7,7,Sun,W 12-9,OT,26,66,2.54,0
1264,BAL,2017,2017-11-27,8:30,8:30,,HOU,12,11,Mon,W 23-16,,25,66,2.64,1
1265,SEA,2018,2018-12-02,4:25,1:25,,SF,13,12,Sun,W 43-16,,23,66,2.87,0
1266,TB,2019,2019-12-08,1:00,1:00,,IND,14,13,Sun,W 38-35,,22,66,3.00,1
1267,BUF,2017,2017-10-08,1:00,1:00,@,CIN,5,5,Sun,L 16-20,,27,65,2.41,1
1268,CHI,2017,2017-11-19,1:00,12:00,,DET,11,10,Sun,L 24-27,,24,65,2.71,0
1269,CIN,2018,2018-12-30,4:25,1:00,@,PIT,17,16,Sun,L 13-16,,20,65,3.25,0
1270,IND,2018,2018-09-16,1:00,1:00,@,WAS,2,2,Sun,W 21-9,,22,65,2.95,0
1271,ARI,2017,2017-12-10,4:05,2:05,,TEN,14,13,Sun,W 12-7,,22,65,2.95,1
1272,DAL,2018,2018-10-14,4:25,3:25,,JAC,6,6,Sun,W 40-7,,18,65,3.61,0
1273,DAL,2018,2018-11-29,8:20,7:20,,NO,13,12,Thu,W 13-10,,19,65,3.42,0
1274,KC,2018,2018-10-21,8:20,12:00,,CIN,7,7,Sun,W 45-10,,19,65,3.42,0
1275,NO,2018,2018-09-30,4:25,4:25,@,NYG,4,4,Sun,W 33-18,,15,65,4.33,1
1276,NO,2018,2018-12-23,4:25,3:25,,PIT,16,15,Sun,W 31-28,,18,65,3.61,0
